chromosome_name	start_position	end_position	strand	ensembl_gene_id	hgnc_symbol	entrezgene_id	gene_biotype
4	42448007	42448089	1	ENSG00000266058			miRNA
9	4662298	4665256	1	ENSG00000205808	PPAPDC2	403313	protein_coding
HSCHR6_MHC_MANN	33337405	33338028	1	ENSG00000236910	ZNF70P1		pseudogene
4	42473827	42474397	1	ENSG00000240167	RPS7P7		pseudogene
18	47309869	47340330	-1	ENSG00000167315	ACAA2	10449	protein_coding
21	43302314	43302409	1	ENSG00000251778			snoRNA
4	163243340	163245059	1	ENSG00000251253	MTHFD2P4		pseudogene
8	52862844	52863250	1	ENSG00000272024			lincRNA
HSCHR6_MHC_MANN	33359507	33361398	1	ENSG00000230012			pseudogene
20	57034157	57090187	-1	ENSG00000198768	APCDD1L	164284	protein_coding
8	52874018	52935534	1	ENSG00000253844			lincRNA
9	109040673	109367076	1	ENSG00000234323			lincRNA
4	163442834	163443193	1	ENSG00000248396	TOMM22P4		pseudogene
21	43429303	43445060	1	ENSG00000237232	ZNF295-AS1	150142	lincRNA
4	42563474	42564442	-1	ENSG00000248283			pseudogene
4	163661820	163663200	1	ENSG00000248431			lincRNA
4	163905947	163906568	1	ENSG00000251123			pseudogene
HSCHR6_MHC_MANN	33371218	33376673	1	ENSG00000231037	HCG25	414765	processed_transcript
4	164029937	164041117	1	ENSG00000250027			antisense
4	144498455	144621828	-1	ENSG00000183090	FREM3	166752	protein_coding
13	22245522	22278637	1	ENSG00000102678	FGF9	2254	protein_coding
21	43641283	43641396	1	ENSG00000223262	RNA5SP492		rRNA
4	140586922	140661899	1	ENSG00000085871	MGST2	4258	protein_coding
X	192989	220023	1	ENSG00000182378	PLCXD1	55344	protein_coding
4	42659513	42659945	1	ENSG00000260519			antisense
21	43720384	43720455	-1	ENSG00000216197			miRNA
21	43837606	43837702	-1	ENSG00000252619	RNU6-1149P		snRNA
4	42708124	42709352	1	ENSG00000251517		101927095	lincRNA
4	164186727	164187735	-1	ENSG00000250547			pseudogene
9	109346423	109354233	-1	ENSG00000229297			lincRNA
21	43916649	43917553	1	ENSG00000239930		101930094	sense_intronic
4	42894413	42894635	1	ENSG00000252595	RN7SKP82		misc_RNA
4	164303331	164303668	1	ENSG00000227283	RPL35AP12		pseudogene
4	43135884	43236973	1	ENSG00000248939			lincRNA
4	164444444	164444538	1	ENSG00000264535			miRNA
15	89911248	89911337	1	ENSG00000207819	MIR9-3	407051	miRNA
9	4679559	4708398	1	ENSG00000106993	CDC37L1	55664	protein_coding
21	43928734	43929771	1	ENSG00000231867			sense_intronic
4	164450923	164451849	1	ENSG00000273449			lincRNA
X	47577401	47578498	-1	ENSG00000224656			pseudogene
4	43342892	43347617	1	ENSG00000250657			processed_transcript
15	90048508	90067265	-1	ENSG00000259218	LINC00928	283761	lincRNA
4	164749952	164750265	-1	ENSG00000253001	RN7SKP105		misc_RNA
21	43980484	43982044	-1	ENSG00000235772			antisense
9	109377359	109378087	-1	ENSG00000237062			lincRNA
8	28913452	28914202	1	ENSG00000259366			sense_intronic
4	164853678	164854334	1	ENSG00000177803			pseudogene
X	47636226	47638096	-1	ENSG00000229968			pseudogene
4	43412058	43412954	-1	ENSG00000213851			pseudogene
X	119058424	119058513	-1	ENSG00000264392			miRNA
21	44019390	44035168	-1	ENSG00000225431		101928233	lincRNA
X	88163404	88163764	1	ENSG00000232576			pseudogene
X	119144675	119149501	-1	ENSG00000234493			lincRNA
15	63836446	63893788	-1	ENSG00000259248	USP3-AS1	100130855	antisense
9	109378339	109464943	1	ENSG00000234229		100996590	lincRNA
22	24577227	24585078	1	ENSG00000099994	SUSD2	56241	protein_coding
4	165109463	165111519	1	ENSG00000250746			pseudogene
4	43459544	43494560	-1	ENSG00000248143			lincRNA
15	90052192	90053647	1	ENSG00000261478			lincRNA
X	88237216	88237354	-1	ENSG00000270745			pseudogene
21	44068381	44071354	-1	ENSG00000235023		101928255	antisense
8	28924796	28925971	1	ENSG00000259607			antisense
HG142_HG150_NOVEL_TEST	56063544	56063651	1	ENSG00000263824			miRNA
4	43588345	43590114	1	ENSG00000251501			pseudogene
X	88622434	88622599	-1	ENSG00000224065	SRIP2		pseudogene
4	165118159	165118863	-1	ENSG00000248546	ANP32C		pseudogene
4	43600559	43600854	-1	ENSG00000239464	RN7SL691P		misc_RNA
X	47657325	47664188	1	ENSG00000188459	WASF4P		pseudogene
8	28968090	28998246	1	ENSG00000254129			antisense
8	94228154	94247107	-1	ENSG00000253960			lincRNA
HSCHR17_6_CTG4	39382879	39383883	1	ENSG00000262573	KRTAP9-2	83899	protein_coding
4	43865291	43865563	1	ENSG00000239679	RN7SL193P		misc_RNA
4	16503164	16900432	-1	ENSG00000169744	LDB2	9079	protein_coding
X	88678737	88701982	1	ENSG00000225012			lincRNA
8	94271895	94310204	1	ENSG00000254089			lincRNA
4	165518871	165519128	1	ENSG00000251162			pseudogene
X	47700362	47701101	-1	ENSG00000224401	RPL7P57		pseudogene
4	43900474	43901368	1	ENSG00000124399			pseudogene
18	47322163	47363993	-1	ENSG00000266997			protein_coding
HSCHR17_6_CTG4	39394569	39395535	1	ENSG00000262896	KRTAP9-4	85280	protein_coding
X	89045334	89045450	1	ENSG00000221005			miRNA
8	94453505	94453612	1	ENSG00000222416	RNA5SP274		rRNA
X	119170201	119280760	1	ENSG00000258545			antisense
4	165541884	165541989	1	ENSG00000223037	RNU6-284P		snRNA
X	47915699	47925971	1	ENSG00000238068	ZNF630-AS1		antisense
15	64457716	64648442	-1	ENSG00000169118	CSNK1G1	53944	protein_coding
X	89294212	89294833	-1	ENSG00000227581			pseudogene
8	94658294	94659320	1	ENSG00000253781	ZNF317P1		pseudogene
21	32490734	32932290	-1	ENSG00000156299	TIAM1	7074	protein_coding
4	165646462	165647858	1	ENSG00000248162			pseudogene
X	47941136	47941239	1	ENSG00000238473			snoRNA
HSCHR17_6_CTG4	39400266	39401246	1	ENSG00000262594	KRTAP9-9	81870	protein_coding
15	51200869	51298097	1	ENSG00000081014	AP4E1	23431	protein_coding
9	109442258	109442610	1	ENSG00000200131	RN7SKP77		misc_RNA
8	94727606	94728341	-1	ENSG00000271971			antisense
X	89367649	89368705	1	ENSG00000226081	USP12PX		pseudogene
15	63967345	64005957	1	ENSG00000259589			antisense
8	29000210	29000484	1	ENSG00000264328	RN7SL781P		misc_RNA
4	43982023	43983637	-1	ENSG00000250863			lincRNA
13	23755091	23899304	1	ENSG00000102683	SGCG	6445	protein_coding
9	109484631	109485211	1	ENSG00000228143			pseudogene
8	94731802	94733395	1	ENSG00000253854			antisense
8	29076422	29076989	1	ENSG00000253770	HMGB1P23		pseudogene
4	44018878	44024080	1	ENSG00000251350		100506827	lincRNA
X	89464795	89465419	-1	ENSG00000227434	RNF19BPX		pseudogene
20	60790026	60795323	-1	ENSG00000101180	HRH3	11255	protein_coding
HSCHR17_6_CTG4	39410221	39411523	1	ENSG00000263263	KRTAP9-6	100507608	protein_coding
8	94745444	94746250	1	ENSG00000253722			antisense
20	57209828	57210772	1	ENSG00000268941			protein_coding
X	119251552	119253610	-1	ENSG00000228139			lincRNA
4	165675216	165724947	1	ENSG00000248771		100505989	lincRNA
4	44450022	44450127	1	ENSG00000266496			miRNA
15	64163129	64163218	-1	ENSG00000199156	MIR422A	494334	miRNA
X	47967367	47980068	1	ENSG00000171483	SSX6	280657	pseudogene
X	89544535	89544902	-1	ENSG00000229667	UBE2V1P9		pseudogene
8	94753421	94756762	1	ENSG00000253848			antisense
8	29127491	29127578	-1	ENSG00000212034			miRNA
4	44535632	44535897	1	ENSG00000251159			pseudogene
HSCHR17_6_CTG4	39420541	39421579	1	ENSG00000262221	KRTAP9-7	100505724	protein_coding
8	94846682	94858971	-1	ENSG00000254057			lincRNA
4	165708442	165708548	1	ENSG00000201050	RNU6-668P		snRNA
4	44695963	44696403	-1	ENSG00000273369			antisense
9	128199672	128469513	-1	ENSG00000119487	MAPKAP1	79109	protein_coding
8	94861789	94862303	1	ENSG00000254387			pseudogene
9	109606030	109606147	-1	ENSG00000212276	RNA5SP292		rRNA
4	44706422	44706982	1	ENSG00000272936			antisense
HSCHR17_6_CTG4	39446708	39447733	-1	ENSG00000262542	KRTAP29-1	100533177	protein_coding
X	119254863	119379122	-1	ENSG00000233382	NKAPP1	158801	pseudogene
8	94927962	94928910	-1	ENSG00000264448	MIR378D2	100616169	lincRNA
4	147627790	147867034	-1	ENSG00000137473	TTC29	83894	protein_coding
HSCHR17_6_CTG4	39368962	39369493	1	ENSG00000262214	KRTAP9-12P		pseudogene
X	220025	230886	-1	ENSG00000178605	GTPBP6	8225	protein_coding
4	44842397	44843419	-1	ENSG00000249729			pseudogene
4	165798156	165820117	1	ENSG00000248329		100506013	processed_transcript
9	109737114	109865269	-1	ENSG00000230782		340512	antisense
8	94951592	94955105	-1	ENSG00000251234	PSMA2P2		pseudogene
HSCHR17_6_CTG4	39416193	39416717	1	ENSG00000262946	KRTAP9-11P		pseudogene
4	158125334	158287227	1	ENSG00000120251	GRIA2	2891	protein_coding
9	4711155	4742043	-1	ENSG00000147853	AK3	50808	protein_coding
4	44946032	44946978	-1	ENSG00000248987	PRDX4P1		pseudogene
HSCHR17_6_CTG4	39425486	39425692	1	ENSG00000263115	KRTAP9-10P		pseudogene
X	47995036	47995537	-1	ENSG00000230241			pseudogene
9	109741057	109741835	-1	ENSG00000231562			pseudogene
4	99943462	99944282	-1	ENSG00000250496	ABT1P1		pseudogene
8	94969566	94969919	-1	ENSG00000240509	RPL34P18		pseudogene
X	48013296	48015369	-1	ENSG00000233139			pseudogene
4	99988407	99989276	-1	ENSG00000272777			lincRNA
8	94986082	94986151	1	ENSG00000263855			miRNA
X	48013408	48013502	-1	ENSG00000201517	RNU6-707P		snRNA
4	165836717	165838135	1	ENSG00000250227	TRIM60P14		pseudogene
8	95109992	95116550	-1	ENSG00000253585			lincRNA
8	29171273	29171365	-1	ENSG00000263392			miRNA
X	48015795	48025778	1	ENSG00000225198	SSXP3		pseudogene
8	29180781	29180873	-1	ENSG00000266476			miRNA
8	95214141	95215280	-1	ENSG00000249510			pseudogene
4	165841770	165842215	-1	ENSG00000244146			pseudogene
4	140637907	141075338	-1	ENSG00000196782	MAML3	55534	protein_coding
HSCHR1_3_CTG31	198503840	198521562	-1	ENSG00000263014	ATP6V1G3	127124	protein_coding
8	29209937	29210687	-1	ENSG00000260253			sense_overlapping
HSCHR6_MHC_SSTO	31622960	31631270	1	ENSG00000224774	CSNK2B	1460	protein_coding
8	95365151	95365881	1	ENSG00000244217	RPS4XP10		pseudogene
4	165850646	165851103	-1	ENSG00000221891	FAM218BP		pseudogene
15	90061754	90135187	1	ENSG00000259713			sense_overlapping
4	165854238	165854658	-1	ENSG00000270960			pseudogene
15	90122996	90125528	-1	ENSG00000259615			antisense
4	100010008	100222513	1	ENSG00000246090		101929271	antisense
4	100010008	100222513	1	ENSG00000246090		100507053	antisense
8	95545856	95546619	1	ENSG00000254315			antisense
4	165859474	165861142	-1	ENSG00000248645			pseudogene
8	95565950	95581973	1	ENSG00000253704		101926977	lincRNA
15	90231168	90231474	-1	ENSG00000241362	RPL36AP43		pseudogene
9	109878065	109878235	1	ENSG00000223615			pseudogene
8	145698795	145701718	-1	ENSG00000160973	FOXH1	8928	protein_coding
9	109879110	109879838	1	ENSG00000225531			pseudogene
8	95577264	95577943	1	ENSG00000253175			pseudogene
15	90247896	90248646	1	ENSG00000259561			sense_intronic
4	144792020	144826716	-1	ENSG00000197465	GYPE	2996	protein_coding
4	165864442	165865089	1	ENSG00000121089	NACA3P		pseudogene
9	109879740	109883986	-1	ENSG00000226047			lincRNA
15	90257463	90257569	1	ENSG00000206590	RNU6-132P		snRNA
8	95602343	95602487	1	ENSG00000254190			pseudogene
15	90295527	90296724	1	ENSG00000259441	MRPL15P1		pseudogene
7	1022835	1029276	1	ENSG00000073067	CYP2W1	54905	protein_coding
X	89852234	89852339	-1	ENSG00000207515	RNU6-555P		snRNA
8	95606639	95606829	1	ENSG00000254283			pseudogene
8	86134675	86157946	-1	ENSG00000258256			protein_coding
X	90562780	90563877	1	ENSG00000206062			lincRNA
15	90393869	90393953	-1	ENSG00000264966	MIR5094	100847059	miRNA
X	48037167	48037459	-1	ENSG00000238032			pseudogene
8	95649513	95651695	-1	ENSG00000261437		100288748	antisense
4	165869231	165899980	1	ENSG00000236941			pseudogene
15	90419772	90420517	1	ENSG00000259677			pseudogene
8	95700456	95700838	1	ENSG00000241003			pseudogene
8	86158524	86162077	-1	ENSG00000257962			protein_coding
15	90427163	90427262	-1	ENSG00000264796	MIR5009	100846993	miRNA
X	48056657	48058867	1	ENSG00000234780			pseudogene
4	100081671	100082802	-1	ENSG00000249065	PCNAP1	359806	pseudogene
8	8093525	8102189	-1	ENSG00000253981	ALG1L13P		pseudogene
X	294698	347690	-1	ENSG00000167393	PPP2R3B	28227	protein_coding
15	90429717	90429823	-1	ENSG00000212420	RNU6-1111P		snRNA
8	95721180	95721472	-1	ENSG00000253429			pseudogene
15	64472547	64665980	-1	ENSG00000259316			protein_coding
15	26788693	27184686	-1	ENSG00000166206	GABRB3	2562	protein_coding
15	90440808	90440869	1	ENSG00000252645	RNU7-111P		snRNA
X	48065693	48065809	1	ENSG00000252856	RNA5SP503		rRNA
9	109931850	109933429	-1	ENSG00000226535			pseudogene
8	95725943	95726040	-1	ENSG00000199701			misc_RNA
15	90479724	90480237	1	ENSG00000259273			pseudogene
8	29384829	29387840	1	ENSG00000253632			lincRNA
X	48072226	48077445	1	ENSG00000204368			pseudogene
8	95803871	95805334	-1	ENSG00000254307			antisense
4	100390755	100419855	-1	ENSG00000250300			pseudogene
8	29405688	29421858	1	ENSG00000253182			lincRNA
15	90549987	90550073	1	ENSG00000265871	MIR3174	100422841	miRNA
8	29489607	29490160	1	ENSG00000243844	RPL17P33		pseudogene
X	147028461	147029103	1	ENSG00000236337	FMR1-IT1		sense_intronic
15	90617747	90625439	-1	ENSG00000259291			antisense
9	110182565	110193083	-1	ENSG00000226825		101928720	lincRNA
4	100515956	100547070	-1	ENSG00000248676			antisense
15	90645881	90676674	1	ENSG00000259685			lincRNA
8	52908770	52920915	-1	ENSG00000254136			lincRNA
X	90669877	90689998	-1	ENSG00000234161	PABPC5-AS1		antisense
8	29531438	29605625	-1	ENSG00000251191	LINC00589	619351	lincRNA
15	90673649	90673945	1	ENSG00000263714	RN7SL755P		misc_RNA
15	51348795	51397473	-1	ENSG00000183578	TNFAIP8L3	388121	protein_coding
X	147089620	147089735	-1	ENSG00000201285			rRNA
X	90677308	90677537	1	ENSG00000236413			pseudogene
15	90709465	90709756	1	ENSG00000240470	RN7SL346P		misc_RNA
X	48830134	48858675	-1	ENSG00000068400	GRIPAP1	56850	protein_coding
X	147133753	147134266	1	ENSG00000219507	FTH1P8		pseudogene
X	90815435	90816596	-1	ENSG00000230275	SERBP1P4		pseudogene
18	47349183	47721463	-1	ENSG00000167306	MYO5B	4645	protein_coding
4	100871163	101116256	1	ENSG00000245322			antisense
22	24615622	24641110	-1	ENSG00000099998	GGT5	2687	protein_coding
8	53063380	53067452	1	ENSG00000254314			antisense
X	91053092	91053282	1	ENSG00000222440	RNU2-26P		snRNA
8	29605825	29656008	1	ENSG00000253490		101929450	lincRNA
X	91237654	91238504	-1	ENSG00000234702	VDAC1P3		pseudogene
8	53106922	53112140	1	ENSG00000253551		101929341	antisense
8	8272200	8282142	-1	ENSG00000253505			lincRNA
X	147279534	147280398	-1	ENSG00000233467			pseudogene
4	100911894	100912634	-1	ENSG00000250403			pseudogene
9	110195821	110195890	-1	ENSG00000263459			miRNA
HSCHR6_MHC_QBL	33168626	33173129	1	ENSG00000096150	RPS18	6222	protein_coding
X	119335910	119336597	-1	ENSG00000227541			pseudogene
9	110220319	110220587	-1	ENSG00000213558	HMGN2P32		pseudogene
X	91368245	91369460	-1	ENSG00000229132	EIF4A1P10		pseudogene
4	100962998	100963261	-1	ENSG00000248820			pseudogene
8	53207015	53214502	1	ENSG00000253924			lincRNA
X	147546228	147546948	1	ENSG00000176970	RPL7L1P11		pseudogene
8	8314419	8318847	-1	ENSG00000254153			lincRNA
X	119344309	119346528	-1	ENSG00000237757	EEF1A1P30		pseudogene
4	101051102	101051192	-1	ENSG00000222196			miRNA
4	153857504	153900848	1	ENSG00000137460	FHDC1	85462	protein_coding
8	53225714	53226060	-1	ENSG00000240534	RPL34P17		pseudogene
15	64657193	64679886	-1	ENSG00000166803	KIAA0101	9768	protein_coding
4	101111190	101136662	1	ENSG00000249710		101929353	antisense
X	147579633	147582135	-1	ENSG00000237741			antisense
9	110237317	110237420	-1	ENSG00000199905	RNU6-492P		snRNA
21	33031935	33041244	1	ENSG00000142168	SOD1	6647	protein_coding
4	101581436	101596270	-1	ENSG00000250223	EMCN-IT3	100874275	sense_intronic
8	53635463	53635701	1	ENSG00000271555			sense_intronic
HSCHR1_3_CTG31	198619288	198737899	1	ENSG00000262418	PTPRC	5788	protein_coding
X	147628399	147628918	1	ENSG00000223516	AFF2-IT1		sense_intronic
4	101699739	101712392	-1	ENSG00000251219	EMCN-IT2		sense_intronic
7	1036622	1177896	-1	ENSG00000146540	C7orf50	101930223	protein_coding
7	1036622	1177896	-1	ENSG00000146540	C7orf50	84310	protein_coding
8	53887671	53888676	-1	ENSG00000248911			pseudogene
4	101733412	101735437	-1	ENSG00000251636	EMCN-IT1		sense_intronic
4	102251459	102251571	-1	ENSG00000221265	MIR1255A	100302193	miRNA
X	147903688	147903972	-1	ENSG00000222313	RN7SKP267		misc_RNA
9	110296671	110297443	1	ENSG00000236005			pseudogene
X	148138246	148138696	1	ENSG00000242186			pseudogene
9	4792869	4885917	1	ENSG00000120158	RCL1	10171	protein_coding
4	102645033	102645137	1	ENSG00000199529	RNU6-462P		snRNA
8	53907922	53907993	-1	ENSG00000265835			miRNA
4	102893580	102893955	1	ENSG00000251149	MTND5P5		pseudogene
8	53950189	53950309	-1	ENSG00000251871			miRNA
X	148393763	148393845	1	ENSG00000264702			miRNA
8	95896837	95897298	1	ENSG00000272509			antisense
8	54074899	54075547	1	ENSG00000250494			pseudogene
4	102898051	102958060	-1	ENSG00000251309			antisense
8	95903467	95904335	1	ENSG00000243979			pseudogene
X	148412432	148412492	1	ENSG00000251797	RNU7-98P		snRNA
4	103269551	103269848	-1	ENSG00000241144	RN7SL728P		misc_RNA
15	91541646	91565833	-1	ENSG00000184056	VPS33B	26276	protein_coding
X	148593039	148607803	-1	ENSG00000238039			lincRNA
HSCHR6_MHC_SSTO	31626842	31631270	1	ENSG00000239497	LY6G5B	58496	protein_coding
8	95918245	95918347	-1	ENSG00000238791			snoRNA
8	54090131	54155243	1	ENSG00000254687			antisense
4	103339759	103371167	-1	ENSG00000248161			lincRNA
8	95962265	95963624	1	ENSG00000253878			sense_intronic
8	145703352	145727504	1	ENSG00000160972	PPP1R16A	84988	protein_coding
X	148606540	148607582	1	ENSG00000176289	IDSP1		pseudogene
9	110305432	110305897	-1	ENSG00000227350			pseudogene
8	95986801	95987081	-1	ENSG00000253528			pseudogene
HSCHR1_3_CTG31	198578341	198579485	-1	ENSG00000262375			lincRNA
4	141178440	141306880	1	ENSG00000153130	SCOC	60592	protein_coding
4	165889739	165891154	-1	ENSG00000248632			pseudogene
8	96067442	96067548	1	ENSG00000200525	RNU6-1209P		snRNA
9	110425421	110425527	-1	ENSG00000202308	RNU6-996P		snRNA
HSCHR1_3_CTG31	198638169	198647677	-1	ENSG00000262237			antisense
8	54301261	54303432	-1	ENSG00000260484			lincRNA
X	585079	620146	1	ENSG00000185960	SHOX	6473	protein_coding
9	110560025	110560128	-1	ENSG00000222558	RNU6-1064P		snRNA
4	103382407	103383309	1	ENSG00000251572			pseudogene
4	165908417	165908939	1	ENSG00000248229			pseudogene
8	96079036	96085410	-1	ENSG00000245080	MIR3150B	100500907	antisense
8	96079036	96085410	-1	ENSG00000245080	MIR3150B	100422964	antisense
8	96079036	96085410	-1	ENSG00000245080	MIR3150A	100500907	antisense
8	96079036	96085410	-1	ENSG00000245080	MIR3150A	100422964	antisense
21	44153704	44161868	-1	ENSG00000225731		101928284	antisense
HSCHR1_3_CTG31	198659750	198660649	-1	ENSG00000262210	PEBP1P3		pseudogene
8	54307771	54308506	-1	ENSG00000253369			lincRNA
20	60813580	60871268	1	ENSG00000130703	OSBPL2	9885	protein_coding
4	103421998	103422476	-1	ENSG00000260651			antisense
21	44201184	44202343	-1	ENSG00000233754			lincRNA
8	54427730	54428465	1	ENSG00000254204			lincRNA
4	165928238	165929111	-1	ENSG00000250887			lincRNA
8	146218300	146220223	1	ENSG00000255164			antisense
4	103487032	103487124	-1	ENSG00000238553			miRNA
21	44251150	44256587	-1	ENSG00000225218			lincRNA
4	165931611	165933003	1	ENSG00000250712			pseudogene
4	103583768	103584230	1	ENSG00000241981			pseudogene
9	110573900	110574195	-1	ENSG00000244104	RN7SL659P		misc_RNA
8	146220272	146220926	1	ENSG00000254618	TMED10P1		pseudogene
GL000191.1	29663	33264	1	ENSG00000215700		55629	protein_coding
21	44336913	44345756	-1	ENSG00000233056	ERVH48-1		lincRNA
4	103648431	103651878	-1	ENSG00000230069	LRRC37A15P		pseudogene
3	39371197	39375171	1	ENSG00000179934	CCR8	1237	protein_coding
4	165933518	165933997	-1	ENSG00000240674			pseudogene
13	23902965	24007841	-1	ENSG00000151835	SACS	26278	protein_coding
8	146228197	146231432	1	ENSG00000255559	ZNF252P-AS1	286103	antisense
14	64063757	64108579	-1	ENSG00000140006	WDR89	112840	protein_coding
4	165947413	165948096	-1	ENSG00000250430			pseudogene
9	110596790	110597110	-1	ENSG00000231293	RPL36AP6		pseudogene
4	103649903	103651328	-1	ENSG00000248971	KRT8P46		pseudogene
7	1084212	1098897	1	ENSG00000164849	GPR146	115330	protein_coding
8	146230947	146231292	-1	ENSG00000255530			pseudogene
21	44371038	44371124	-1	ENSG00000264580	MIR5692B	100847013	miRNA
4	165967121	165967432	1	ENSG00000249617			pseudogene
4	144917257	145061844	-1	ENSG00000250361	GYPB	2994	protein_coding
21	44384749	44385473	-1	ENSG00000224100			antisense
HSCHR6_MHC_SSTO	31634408	31641761	-1	ENSG00000111971	LY6G5C	80741	protein_coding
4	103655515	103655772	1	ENSG00000224207			pseudogene
8	146273246	146274275	1	ENSG00000255000			pseudogene
4	165980300	165981706	1	ENSG00000250374			pseudogene
21	44535444	44535819	-1	ENSG00000232777	MRPL51P2		pseudogene
20	57226328	57254582	1	ENSG00000124222	STX16	8675	protein_coding
4	165991760	165992156	-1	ENSG00000273097			lincRNA
4	166173732	166173813	1	ENSG00000200974	RNU4-87P		snRNA
X	148609130	148622504	-1	ENSG00000241769	LINC00893	100131434	antisense
4	103672558	103673798	1	ENSG00000251288			pseudogene
14	64150932	64194757	-1	ENSG00000126821	SGPP1	81537	protein_coding
4	166198944	166201175	-1	ENSG00000229894	GK3P	2713	pseudogene
X	1314890	1331616	-1	ENSG00000205755	CRLF2	64109	protein_coding
9	110616064	110616539	-1	ENSG00000233727			pseudogene
GL000191.1	36277	50281	-1	ENSG00000215699		100996657	protein_coding
GL000191.1	36277	50281	-1	ENSG00000215699		10772	protein_coding
4	166307394	166307489	1	ENSG00000207559	MIR578	693163	miRNA
9	110681147	110681259	-1	ENSG00000222459	RNA5SP293		rRNA
4	103749212	103765232	1	ENSG00000246560			antisense
3	39424839	39438842	1	ENSG00000144659	SLC25A38	54977	protein_coding
9	110725984	110726326	-1	ENSG00000236783	RPS15AP27		pseudogene
4	166325219	166327502	-1	ENSG00000251596	HADHAP1		pseudogene
X	91714669	91715951	1	ENSG00000215089	KRT18P11		pseudogene
4	103758204	103758256	-1	ENSG00000252739	RNU7-151P		snRNA
4	166438407	166438653	-1	ENSG00000248287	SCGB1D5P		pseudogene
4	103780550	103780653	-1	ENSG00000238948			snoRNA
4	166468684	166472212	-1	ENSG00000248327			pseudogene
8	8413248	8418475	-1	ENSG00000253343			lincRNA
4	103817882	103819394	1	ENSG00000250651	PABPC1P7		pseudogene
4	154073494	154260472	1	ENSG00000109654	TRIM2	23321	protein_coding
20	3229951	3388272	-1	ENSG00000088854	C20orf194	25943	protein_coding
8	8417404	8419634	1	ENSG00000253774			lincRNA
X	91715451	91715544	1	ENSG00000211526			miRNA
9	110802494	110802873	1	ENSG00000213557			pseudogene
4	103883113	103884484	1	ENSG00000249283	ACTR3BP4		pseudogene
8	8418901	8427198	1	ENSG00000253130			lincRNA
HSCHR6_MHC_QBL	33173759	33175444	1	ENSG00000206285	B3GALT4	8705	protein_coding
9	4859120	4859260	-1	ENSG00000269305			protein_coding
X	91770322	91770496	-1	ENSG00000230543	SNX3P1X		pseudogene
X	91931518	91931953	-1	ENSG00000225912			pseudogene
3	10857885	10982419	1	ENSG00000132164	SLC6A11	6538	protein_coding
4	104177316	104374815	1	ENSG00000248740		101929448	lincRNA
8	54427731	54436491	-1	ENSG00000237807			lincRNA
4	166585502	166586823	1	ENSG00000250725			pseudogene
9	110859712	110860131	-1	ENSG00000237360	CHCHD4P2		pseudogene
8	54445468	54446264	1	ENSG00000240919			pseudogene
8	8439864	8440165	-1	ENSG00000263616	RN7SL178P		misc_RNA
4	166605791	166683930	1	ENSG00000249500		101928151	lincRNA
8	8490974	8491058	1	ENSG00000264445			miRNA
X	92297489	92297941	1	ENSG00000237873			pseudogene
8	54449620	54452860	1	ENSG00000206144			pseudogene
4	104469902	104545691	1	ENSG00000251577			antisense
8	8559666	8561616	1	ENSG00000176305			pseudogene
8	54625257	54625456	1	ENSG00000253668			pseudogene
4	159045626	159094470	-1	ENSG00000164125	FAM198B	51313	protein_coding
8	54788710	54789209	-1	ENSG00000272457			antisense
X	92477219	92480014	-1	ENSG00000234130			pseudogene
9	111014434	111017100	-1	ENSG00000230030			lincRNA
18	20714528	20840431	1	ENSG00000134508	CABLES1	91768	protein_coding
HSCHR6_MHC_QBL	31855958	31903846	1	ENSG00000206372	C2	717	protein_coding
8	54799568	54799804	-1	ENSG00000244159			pseudogene
9	111121132	111121209	-1	ENSG00000222512			miRNA
8	54827279	54827384	1	ENSG00000200528	RNU6-1331P		snRNA
4	104472084	104480284	-1	ENSG00000250920			lincRNA
9	111389113	111389430	1	ENSG00000169253			pseudogene
8	54883791	54886770	1	ENSG00000253667			pseudogene
8	8581203	8639989	-1	ENSG00000254367			lincRNA
4	104493246	104495239	1	ENSG00000251571	DDX3YP3		pseudogene
8	54955549	54958189	-1	ENSG00000260955			lincRNA
X	48088268	48088394	-1	ENSG00000231568			pseudogene
8	29672520	29712059	-1	ENSG00000248964		101929470	lincRNA
3	39448180	39454033	1	ENSG00000168028	RPSA	574040	protein_coding
3	39448180	39454033	1	ENSG00000168028	RPSA	6044	protein_coding
3	39448180	39454033	1	ENSG00000168028	RPSA	3921	protein_coding
X	92542732	92543758	-1	ENSG00000234322	ST13P18		pseudogene
8	54985674	54986126	1	ENSG00000254274	TDGF1P5		pseudogene
X	48104329	48105180	1	ENSG00000229662			pseudogene
4	104845697	104845798	1	ENSG00000252460	RNU6-635P		snRNA
21	33043346	33104388	-1	ENSG00000156304	SCAF4	57466	protein_coding
8	55065367	55065442	-1	ENSG00000251835	RNU6ATAC32P		snRNA
8	11188397	11189717	1	ENSG00000177710	SLC35G5	646000	protein_coding
8	11188397	11189717	1	ENSG00000177710	SLC35G5	83650	protein_coding
4	104882773	104958080	1	ENSG00000249614			lincRNA
8	8753323	8753428	1	ENSG00000200713	RNU6-682P		snRNA
8	55104142	55104595	-1	ENSG00000270980			pseudogene
8	96083960	96100152	-1	ENSG00000254248			antisense
X	119406982	119407381	1	ENSG00000232042			pseudogene
9	111463650	111465372	-1	ENSG00000231678			lincRNA
X	92643074	92644496	-1	ENSG00000237381			pseudogene
